"abbrev","fips","sector","year","ft_gp","ft_ug","pt_gp","pt_ug","tot_gp","tot_ug","tot_all"
"LA",22,2,"2005",1115,6514,276,1924,1391,8438,9829
"LA",22,2,"2006",5919,14570,2209,4407,8128,18977,27105
"LA",22,2,"2007",5675,13905,2119,4541,7794,18446,26240
"LA",22,2,"2008",6193,14233,2757,4771,8950,19004,27954
"LA",22,2,"2009",6480,15889,3165,4136,9645,20025,29670
"LA",22,2,"2010",6567,16028,3501,4892,10068,20920,30988
"LA",22,2,"2011",6901,16828,3077,4740,9978,21568,31546
"LA",22,2,"2012",6348,16904,3153,4440,9501,21344,30845
"LA",22,2,"2013",6462,16502,3094,4019,9556,20521,30077
"LA",22,2,"2014",6173,15684,3145,4220,9318,19904,29222
"ME",23,2,"1980",179,7296,113,1093,292,8389,8681
"ME",23,2,"1984",283,6931,199,9376,482,16307,16789
"ME",23,2,"1985",278,7123,250,8916,528,16039,16567
"ME",23,2,"1986",346,7202,401,1743,747,8945,9692
"ME",23,2,"1987",313,7627,603,1813,916,9440,10356
"ME",23,2,"1988",355,7697,417,1587,772,9284,10056
"ME",23,2,"1989",376,7895,806,6378,1182,14273,15455
"ME",23,2,"1990",397,8050,1049,4060,1446,12110,13556
"ME",23,2,"1991",367,8137,1346,4136,1713,12273,13986
"ME",23,2,"1992",450,8375,1385,4761,1835,13136,14971
"ME",23,2,"1993",495,8684,1325,3792,1820,12476,14296
"ME",23,2,"1994",666,8666,1584,4426,2250,13092,15342
"ME",23,2,"1995",600,8952,1967,4612,2567,13564,16131
"ME",23,2,"1996",771,9095,1671,4094,2442,13189,15631
"ME",23,2,"1997",865,9032,1687,4639,2552,13671,16223
"ME",23,2,"1998",909,9435,1864,4420,2773,13855,16628
"ME",23,2,"1999",544,9701,1229,3573,1773,13274,15047
"ME",23,2,"2000",1045,9464,2415,3697,3460,13161,16621
"ME",23,2,"2001",1384,9804,2177,3932,3561,13736,17297
"ME",23,2,"2002",1170,10038,2716,2988,3886,13026,16912
"ME",23,2,"2003",1134,10293,2117,2816,3251,13109,16360
"ME",23,2,"2004",1169,10869,2081,2804,3250,13673,16923
"ME",23,2,"2005",1229,11183,1948,2446,3177,13629,16806
"ME",23,2,"2006",1231,11564,1780,2120,3011,13684,16695
"ME",23,2,"2007",1501,11989,1617,1898,3118,13887,17005
"ME",23,2,"2008",1755,12407,1560,1944,3315,14351,17666
"ME",23,2,"2009",2163,12610,1388,2032,3551,14642,18193
"ME",23,2,"2010",2626,12812,1592,2138,4218,14950,19168
"ME",23,2,"2011",3086,12917,1858,2338,4944,15255,20199
"ME",23,2,"2012",3462,12797,1933,2586,5395,15383,20778
"ME",23,2,"2013",3351,12782,1333,1992,4684,14774,19458
"ME",23,2,"2014",3638,12944,2074,2448,5712,15392,21104
"MD",24,2,"1980",3452,13282,6971,4464,10423,17746,28169
"MD",24,2,"1984",3333,13916,7504,5061,10837,18977,29814
"MD",24,2,"1985",3477,13793,7990,4969,11467,18762,30229
"MD",24,2,"1986",3571,14045,8273,5742,11844,19787,31631
"MD",24,2,"1987",4057,14374,8796,5976,12853,20350,33203
"MD",24,2,"1988",3805,14784,9132,6525,12937,21309,34246
"MD",24,2,"1989",4209,15094,9706,6385,13915,21479,35394
"MD",24,2,"1990",4215,15448,10166,6657,14381,22105,36486
"MD",24,2,"1991",4552,15387,10389,6411,14941,21798,36739
"MD",24,2,"1992",4682,15375,10842,6751,15524,22126,37650
"MD",24,2,"1993",4727,15412,11635,6492,16362,21904,38266
"MD",24,2,"1994",5022,15755,12119,6555,17141,22310,39451
"MD",24,2,"1995",5320,16301,13174,5647,18494,21948,40442
"MD",24,2,"1996",5327,16910,13285,5163,18612,22073,40685
"MD",24,2,"1997",5372,17436,13226,5163,18598,22599,41197
"MD",24,2,"1998",5886,18193,14329,4882,20215,23075,43290
"MD",24,2,"1999",2126,19201,6377,4892,8503,24093,32596
"MD",24,2,"2000",6376,19622,14399,4593,20775,24215,44990
"MD",24,2,"2001",6429,19859,14445,4744,20874,24603,45477
"MD",24,2,"2002",7089,20513,14756,4448,21845,24961,46806
"MD",24,2,"2003",7448,21008,15215,4373,22663,25381,48044
"MD",24,2,"2004",7649,21465,15381,4084,23030,25549,48579
"MD",24,2,"2005",7926,22309,16027,4074,23953,26383,50336
"MD",24,2,"2006",8146,22928,16121,3733,24267,26661,50928
"MD",24,2,"2007",8652,23278,16034,3408,24686,26686,51372
"MD",24,2,"2008",8560,23496,16031,3136,24591,26632,51223
"MD",24,2,"2009",9129,24120,15619,2899,24748,27019,51767
"MD",24,2,"2010",9752,24957,15711,2838,25463,27795,53258
"MD",24,2,"2011",10141,25674,14822,2912,24963,28586,53549
"MD",24,2,"2012",10074,25805,14859,2919,24933,28724,53657
"MD",24,2,"2013",10453,25601,14171,3080,24624,28681,53305
"MD",24,2,"2014",10340,25320,14384,2778,24724,28098,52822
"MA",25,2,"1980",31301,121517,23327,44959,54628,166476,221104
"MA",25,2,"1984",34162,120078,26334,45488,60496,165566,226062
"MA",25,2,"1985",35184,119431,26393,43009,61577,162440,224017
"MA",25,2,"1986",35128,121744,26722,42828,61850,164572,226422
"MA",25,2,"1987",35611,123542,26961,42236,62572,165778,228350
"MA",25,2,"1988",36615,124884,27483,41485,64098,166369,230467
"MA",25,2,"1989",36918,125693,28263,43912,65181,169605,234786
"MA",25,2,"1990",36544,123043,26738,42693,63282,165736,229018
"MA",25,2,"1991",40797,121359,28748,42158,69545,163517,233062
"MA",25,2,"1992",41642,121099,29482,42525,71124,163624,234748
"MA",25,2,"1993",43506,120421,30782,41752,74288,162173,236461
"MA",25,2,"1994",43507,120343,31015,39100,74522,159443,233965
"MA",25,2,"1995",45114,121132,30814,37436,75928,158568,234496
"MA",25,2,"1996",44584,122494,30535,36378,75119,158872,233991
"MA",25,2,"1997",45101,124454,29667,34165,74768,158619,233387
"MA",25,2,"1998",44854,125225,31304,30986,76158,156211,232369
"MA",25,2,"1999",21629,127173,16243,28730,37872,155903,193775
"MA",25,2,"2000",46424,128687,32064,27073,78488,155760,234248
"MA",25,2,"2001",46944,129433,30922,25731,77866,155164,233030
"MA",25,2,"2002",49335,132772,32927,24731,82262,157503,239765
"MA",25,2,"2003",51462,134473,33409,21886,84871,156359,241230
"MA",25,2,"2004",53466,137094,33452,21125,86918,158219,245137
"MA",25,2,"2005",53001,141758,35048,19874,88049,161632,249681
"MA",25,2,"2006",55081,142907,36147,19314,91228,162221,253449
"MA",25,2,"2007",56588,146339,37914,18381,94502,164720,259222
"MA",25,2,"2008",58013,148725,38914,18293,96927,167018,263945
"MA",25,2,"2009",60532,150656,40635,18009,101167,168665,269832
"MA",25,2,"2010",63853,152334,39423,18617,103276,170951,274227
"MA",25,2,"2011",64569,150849,39924,17989,104493,168838,273331
"MA",25,2,"2012",64970,154480,40516,18129,105486,172609,278095
"MA",25,2,"2013",65739,154857,40561,18194,106300,173051,279351
"MA",25,2,"2014",65976,155530,39838,17876,105814,173406,279220
"MI",26,2,"1980",3950,35226,3326,12063,7276,47289,54565
"MI",26,2,"1984",3868,35636,4466,13786,8334,49422,57756
"MI",26,2,"1985",3791,35613,5140,13640,8931,49253,58184
"MI",26,2,"1986",3649,37344,5352,15988,9001,53332,62333
"MI",26,2,"1987",2765,37851,5751,16870,8516,54721,63237
"MI",26,2,"1988",2777,38375,5958,16084,8735,54459,63194
"MI",26,2,"1989",3054,37440,6861,17756,9915,55196,65111
"MI",26,2,"1990",3102,37756,7104,18175,10206,55931,66137
"MI",26,2,"1991",3465,38468,7488,19032,10953,57500,68453
"MI",26,2,"1992",3374,39162,7588,20044,10962,59206,70168
"MI",26,2,"1993",3419,39272,8166,19887,11585,59159,70744
"MI",26,2,"1994",3371,38524,8686,19785,12057,58309,70366
"MI",26,2,"1995",3484,38758,9604,20821,13088,59579,72667
"MI",26,2,"1996",4968,39058,9092,20022,14060,59080,73140
"MI",26,2,"1997",6098,39776,9101,20474,15199,60250,75449
"MI",26,2,"1998",7432,39836,8609,20150,16041,59986,76027
"MI",26,2,"1999",6772,41337,6896,20459,13668,61796,75464
"MI",26,2,"2000",9062,42844,9431,21682,18493,64526,83019
"MI",26,2,"2001",9529,45044,10011,21268,19540,66312,85852
"MI",26,2,"2002",10388,47617,10741,22734,21129,70351,91480
"MI",26,2,"2003",10348,50545,11168,24243,21516,74788,96304
"MI",26,2,"2004",9780,54441,12223,33438,22003,87879,109882
"MI",26,2,"2005",8801,55547,12453,34800,21254,90347,111601
"MI",26,2,"2006",8312,55899,13030,36049,21342,91948,113290
"MI",26,2,"2007",8696,56788,13696,35928,22392,92716,115108
"MI",26,2,"2008",8829,58431,13565,34681,22394,93112,115506
"MI",26,2,"2009",7066,63501,15635,36858,22701,100359,123060
"MI",26,2,"2010",6825,63365,16508,37641,23333,101006,124339
"MI",26,2,"2011",6749,61505,15844,36054,22593,97559,120152
"MI",26,2,"2012",6585,58940,14574,34577,21159,93517,114676
"MI",26,2,"2013",6107,56070,13227,32784,19334,88854,108188
"MI",26,2,"2014",6161,51124,12177,29734,18338,80858,99196
"MN",27,2,"1980",2878,30803,2079,2555,4957,33358,38315
"MN",27,2,"1984",2891,30456,3770,3683,6661,34139,40800
"MN",27,2,"1985",2811,30273,4174,3722,6985,33995,40980
"MN",27,2,"1986",3664,32005,3924,3944,7588,35949,43537
"MN",27,2,"1987",3664,33246,4773,3917,8437,37163,45600
"MN",27,2,"1988",2893,34941,6083,4069,8976,39010,47986
"MN",27,2,"1989",2957,34605,6380,3996,9337,38601,47938
"MN",27,2,"1990",3222,34938,7078,4134,10300,39072,49372
"MN",27,2,"1991",3352,34869,7598,4494,10950,39363,50313
"MN",27,2,"1992",3702,34903,11789,4266,15491,39169,54660
"MN",27,2,"1993",4222,34874,12499,4252,16721,39126,55847
"MN",27,2,"1994",4602,35179,12930,4154,17532,39333,56865
"MN",27,2,"1995",4924,35629,13784,3970,18708,39599,58307
"MN",27,2,"1996",5019,36102,15233,3961,20252,40063,60315
"MN",27,2,"1997",4930,36566,11081,4130,16011,40696,56707
"MN",27,2,"1998",5011,37932,11898,3875,16909,41807,58716
"MN",27,2,"1999",4702,38923,6025,4170,10727,43093,53820
"MN",27,2,"2000",6265,39589,11304,4818,17569,44407,61976
"MN",27,2,"2001",6396,40207,12156,4960,18552,45167,63719
"MN",27,2,"2002",6783,41328,11939,4856,18722,46184,64906
"MN",27,2,"2003",7112,42390,11683,5334,18795,47724,66519
"MN",27,2,"2004",7715,42981,10619,5033,18334,48014,66348
"MN",27,2,"2005",8297,43263,11283,5572,19580,48835,68415
"MN",27,2,"2006",8174,43497,11934,6191,20108,49688,69796
"MN",27,2,"2007",8666,44015,12133,6596,20799,50611,71410
"MN",27,2,"2008",9540,44444,11692,6158,21232,50602,71834
"MN",27,2,"2009",9965,44556,11825,6380,21790,50936,72726
"MN",27,2,"2010",10024,44869,11875,6410,21899,51279,73178
"MN",27,2,"2011",10724,43789,10654,6674,21378,50463,71841
"MN",27,2,"2012",10733,43537,10061,6852,20794,50389,71183
"MN",27,2,"2013",10579,42977,10235,7407,20814,50384,71198
"MN",27,2,"2014",11096,42120,10179,7446,21275,49566,70841
"MS",28,2,"1980",147,4826,1408,2399,1555,7225,8780
"MS",28,2,"1984",459,5193,900,2097,1359,7290,8649
"MS",28,2,"1985",448,5325,867,2008,1315,7333,8648
"MS",28,2,"1986",392,5533,1220,2005,1612,7538,9150
"MS",28,2,"1987",394,5718,1221,2194,1615,7912,9527
"MS",28,2,"1988",564,5616,1306,2309,1870,7925,9795
"MS",28,2,"1989",598,5939,975,2248,1573,8187,9760
"MS",28,2,"1990",587,6446,925,1970,1512,8416,9928
"MS",28,2,"1991",595,6520,1056,2200,1651,8720,10371
"MS",28,2,"1992",588,7286,1054,1875,1642,9161,10803
"MS",28,2,"1993",612,7564,1040,1900,1652,9464,11116
"MS",28,2,"1994",629,7254,1110,2068,1739,9322,11061
"MS",28,2,"1995",705,7062,1064,1835,1769,8897,10666
"MS",28,2,"1996",684,6720,1178,1702,1862,8422,10284
"MS",28,2,"1997",860,7091,1118,1641,1978,8732,10710
"MS",28,2,"1998",807,7375,1070,1288,1877,8663,10540
"MS",28,2,"1999",703,7612,460,1315,1163,8927,10090
"MS",28,2,"2000",836,7820,1164,1192,2000,9012,11012
"MS",28,2,"2001",1047,7766,1054,1204,2101,8970,11071
"MS",28,2,"2002",1121,7906,1046,1130,2167,9036,11203
"MS",28,2,"2003",1371,8697,1106,1051,2477,9748,12225
"MS",28,2,"2004",1364,8947,1240,1016,2604,9963,12567
"MS",28,2,"2005",1451,8852,1352,931,2803,9783,12586
"MS",28,2,"2006",1492,8828,1354,940,2846,9768,12614
"MS",28,2,"2007",1723,9004,1455,1099,3178,10103,13281
"MS",28,2,"2008",1924,9339,1609,1061,3533,10400,13933
"MS",28,2,"2009",1972,9972,1670,1141,3642,11113,14755
"MS",28,2,"2010",2291,10178,1781,1148,4072,11326,15398
"MS",28,2,"2011",2150,9028,2272,2376,4422,11404,15826
"MS",28,2,"2012",2419,8857,2406,2376,4825,11233,16058
"MS",28,2,"2013",2353,8630,2680,2383,5033,11013,16046
"MS",28,2,"2014",2439,8855,2918,2164,5357,11019,16376
"MO",29,2,"1980",9573,32146,7227,13926,16800,46072,62872
"MO",29,2,"1984",9570,31999,8334,12879,17904,44878,62782
"MO",29,2,"1985",9189,30273,9164,14711,18353,44984,63337
"MO",29,2,"1986",9091,31332,9796,20658,18887,51990,70877
"MO",29,2,"1987",9601,32651,11166,20387,20767,53038,73805
"MO",29,2,"1988",9375,34058,11747,21324,21122,55382,76504
"MO",29,2,"1989",9733,35650,11480,23152,21213,58802,80015
"MO",29,2,"1990",10059,36187,12384,23921,22443,60108,82551
"MO",29,2,"1991",10853,39317,12290,25073,23143,64390,87533
"MO",29,2,"1992",11358,39175,12630,26518,23988,65693,89681
"MO",29,2,"1993",12570,38742,12403,26420,24973,65162,90135
"MO",29,2,"1994",12366,39676,13139,26386,25505,66062,91567
"MO",29,2,"1995",14354,39637,12634,26028,26988,65665,92653
"MO",29,2,"1996",15947,41426,12539,23243,28486,64669,93155
"MO",29,2,"1997",18368,40277,11612,30978,29980,71255,101235
"MO",29,2,"1998",14794,44769,15666,28529,30460,73298,103758
"MO",29,2,"1999",10592,45787,11916,28786,22508,74573,97081
"MO",29,2,"2000",15937,46946,16569,28068,32506,75014,107520
"MO",29,2,"2001",16689,47304,18054,28190,34743,75494,110237
"MO",29,2,"2002",18920,49195,19359,30139,38279,79334,117613
"MO",29,2,"2003",20355,51050,21875,33255,42230,84305,126535
"MO",29,2,"2004",21739,52794,22149,35364,43888,88158,132046
"MO",29,2,"2005",22088,53598,22652,37562,44740,91160,135900
"MO",29,2,"2006",21949,56313,23372,36259,45321,92572,137893
"MO",29,2,"2007",23245,57022,24067,36341,47312,93363,140675
"MO",29,2,"2008",23769,58114,25140,36742,48909,94856,143765
"MO",29,2,"2009",24276,59649,25879,37860,50155,97509,147664
"MO",29,2,"2010",24260,63711,26014,37529,50274,101240,151514
"MO",29,2,"2011",23495,64653,26159,38245,49654,102898,152552
"MO",29,2,"2012",23427,65077,25775,38090,49202,103167,152369
"MO",29,2,"2013",23456,64765,26033,36803,49489,101568,151057
"MO",29,2,"2014",22865,63515,26145,36160,49010,99675,148685
"MT",30,2,"1980",0,2123,36,1276,36,3399,3435
"MT",30,2,"1984",19,2108,242,1500,261,3608,3869
"MT",30,2,"1985",18,2059,127,1353,145,3412,3557
"MT",30,2,"1986",10,2081,144,1425,154,3506,3660
"MT",30,2,"1987",4,2213,75,1693,79,3906,3985
"MT",30,2,"1988",3,2484,70,1452,73,3936,4009
"MT",30,2,"1989",2,2503,93,1358,95,3861,3956
"MT",30,2,"1990",8,2398,116,1223,124,3621,3745
"MT",30,2,"1991",9,2616,71,1215,80,3831,3911
"MT",30,2,"1992",24,2775,67,1354,91,4129,4220
"MT",30,2,"1993",32,3013,94,1277,126,4290,4416
"MT",30,2,"1994",28,3150,87,1164,115,4314,4429
"MT",30,2,"1995",42,3097,104,1095,146,4192,4338
"MT",30,2,"1996",51,3081,93,1071,144,4152,4296
"MT",30,2,"1997",73,2958,90,992,163,3950,4113
"MT",30,2,"1998",77,2955,87,1071,164,4026,4190
"MT",30,2,"1999",50,2897,62,990,112,3887,3999
"MT",30,2,"2000",46,2789,66,1181,112,3970,4082
"MT",30,2,"2001",41,2847,85,996,126,3843,3969
"MT",30,2,"2002",42,2955,60,1021,102,3976,4078
"MT",30,2,"2003",81,3159,58,952,139,4111,4250
"MT",30,2,"2004",76,3344,59,844,135,4188,4323
"MT",30,2,"2005",78,3307,72,911,150,4218,4368
"MT",30,2,"2006",81,3104,52,802,133,3906,4039
"MT",30,2,"2007",74,3101,61,807,135,3908,4043
"MT",30,2,"2008",21,2924,52,786,73,3710,3783
"MT",30,2,"2009",90,3383,52,877,142,4260,4402
"MT",30,2,"2010",81,3664,54,779,135,4443,4578
"MT",30,2,"2011",104,3768,46,748,150,4516,4666
"MT",30,2,"2012",120,3873,44,587,164,4460,4624
"MT",30,2,"2013",128,3657,43,648,171,4305,4476
"MT",30,2,"2014",126,3647,40,691,166,4338,4504
"NE",31,2,"1980",1392,10636,382,3000,1774,13636,15410
"NE",31,2,"1984",1351,10379,485,4236,1836,14615,16451
"NE",31,2,"1985",1401,9807,520,4169,1921,13976,15897
"NE",31,2,"1986",1414,9936,529,4372,1943,14308,16251
"NE",31,2,"1987",1517,9657,530,3870,2047,13527,15574
"NE",31,2,"1988",1416,10118,554,4167,1970,14285,16255
"NE",31,2,"1989",1461,10752,498,4087,1959,14839,16798
"NE",31,2,"1990",1572,11200,630,4114,2202,15314,17516
"NE",31,2,"1991",1687,11364,729,4327,2416,15691,18107
"NE",31,2,"1992",1731,11779,828,4156,2559,15935,18494
"NE",31,2,"1993",2022,12030,774,3886,2796,15916,18712
"NE",31,2,"1994",2134,12188,967,3940,3101,16128,19229
"NE",31,2,"1995",2149,12160,1209,3581,3358,15741,19099
"NE",31,2,"1996",2345,12188,1127,3347,3472,15535,19007
"NE",31,2,"1997",2469,12914,1155,3406,3624,16320,19944
"NE",31,2,"1998",2437,13273,1214,3466,3651,16739,20390
"NE",31,2,"1999",2392,13446,949,3400,3341,16846,20187
"NE",31,2,"2000",2859,13865,1240,2939,4099,16804,20903
"NE",31,2,"2001",2943,14181,1441,2978,4384,17159,21543
"NE",31,2,"2002",3066,14455,1535,2875,4601,17330,21931
"NE",31,2,"2003",3500,15076,1632,2884,5132,17960,23092
"NE",31,2,"2004",3634,15954,1912,3213,5546,19167,24713
"NE",31,2,"2005",3906,15830,1954,3500,5860,19330,25190
"NE",31,2,"2006",4356,16457,2175,3397,6531,19854,26385
"NE",31,2,"2007",4509,16761,2460,3721,6969,20482,27451
"NE",31,2,"2008",4914,16120,2627,4402,7541,20522,28063
"NE",31,2,"2009",5307,18554,3495,3941,8802,22495,31297
"NE",31,2,"2010",5796,18949,3734,4309,9530,23258,32788
"NE",31,2,"2011",5732,18755,4152,4317,9884,23072,32956
"NE",31,2,"2012",5761,17983,4481,4436,10242,22419,32661
"NE",31,2,"2013",7021,19068,3627,3547,10648,22615,33263
"NE",31,2,"2014",7115,19243,3892,3348,11007,22591,33598
"NV",32,2,"1980",3,126,7,39,10,165,175
"NV",32,2,"1984",20,86,0,46,20,132,152
"NV",32,2,"1985",6,124,0,63,6,187,193
"NV",32,2,"1986",0,94,0,0,0,94,94
"NV",32,2,"1987",1,117,0,61,1,178,179
"NV",32,2,"1988",0,118,0,43,0,161,161
"NV",32,2,"1989",3,165,14,82,17,247,264
"NV",32,2,"1990",26,182,33,72,59,254,313
"NV",32,2,"1991",27,210,42,50,69,260,329
"NV",32,2,"1992",0,275,0,140,0,415,415
"NV",32,2,"1993",45,238,79,50,124,288,412
"NV",32,2,"1994",54,236,116,94,170,330,500
"NV",32,2,"1995",37,244,117,68,154,312,466
"NV",32,2,"1996",69,276,185,53,254,329,583
"NV",32,2,"1997",58,307,190,61,248,368,616
"NV",32,2,"1998",72,290,159,64,231,354,585
"NV",32,2,"1999",177,279,101,27,278,306,584
"NV",32,2,"2000",91,281,164,50,255,331,586
"NV",32,2,"2001",82,268,175,35,257,303,560
"NV",32,2,"2002",86,275,163,55,249,330,579
"NV",32,2,"2003",65,277,133,27,198,304,502
"NV",32,2,"2004",150,287,26,42,176,329,505
"NV",32,2,"2005",524,329,119,56,643,385,1028
"NV",32,2,"2006",862,310,106,18,968,328,1296
"NV",32,2,"2007",973,378,119,34,1092,412,1504
"NV",32,2,"2008",989,450,246,34,1235,484,1719
"NV",32,2,"2009",926,513,285,12,1211,525,1736
"NV",32,2,"2010",2044,772,487,67,2531,839,3370
"NV",32,2,"2011",2111,858,517,68,2628,926,3554
"NV",32,2,"2012",2144,787,393,97,2537,884,3421
"NV",32,2,"2013",2341,741,407,57,2748,798,3546
"NV",32,2,"2014",2501,826,403,32,2904,858,3762
"NH",33,2,"1980",1044,12145,1188,3177,2232,15322,17554
"NH",33,2,"1984",1505,12757,1891,3958,3396,16715,20111
"NH",33,2,"1985",1690,12661,1973,3838,3663,16499,20162
"NH",33,2,"1986",1583,11985,1894,3096,3477,15081,18558
"NH",33,2,"1987",2196,10819,2213,3193,4409,14012,18421
"NH",33,2,"1988",1900,12894,2275,4275,4175,17169,21344
"NH",33,2,"1989",2870,11559,1540,6052,4410,17611,22021
"NH",33,2,"1990",2310,11522,2267,5952,4577,17474,22051
"NH",33,2,"1991",2359,12187,2396,6114,4755,18301,23056
"NH",33,2,"1992",2805,11191,2339,5835,5144,17026,22170
"NH",33,2,"1993",2384,11234,2582,5595,4966,16829,21795
"NH",33,2,"1994",2813,10677,2403,5416,5216,16093,21309
"NH",33,2,"1995",2745,10984,2563,5297,5308,16281,21589
"NH",33,2,"1996",2707,11148,2529,5174,5236,16322,21558
"NH",33,2,"1997",2768,11369,2598,5234,5366,16603,21969
"NH",33,2,"1998",2845,11044,2135,3884,4980,14928,19908
"NH",33,2,"1999",1737,10848,2074,3908,3811,14756,18567
"NH",33,2,"2000",2772,11419,1991,2258,4763,13677,18440
"NH",33,2,"2001",2884,12384,2112,2458,4996,14842,19838
"NH",33,2,"2002",3094,12890,2143,2441,5237,15331,20568
"NH",33,2,"2003",3240,13194,2187,2278,5427,15472,20899
"NH",33,2,"2004",3276,13326,2556,2308,5832,15634,21466
"NH",33,2,"2005",3357,13730,2157,2213,5514,15943,21457
"NH",33,2,"2006",3443,14132,2461,2479,5904,16611,22515
"NH",33,2,"2007",3566,14296,2519,2447,6085,16743,22828
"NH",33,2,"2008",3748,14462,2867,2579,6615,17041,23656
"NH",33,2,"2009",4147,14332,3301,2666,7448,16998,24446
"NH",33,2,"2010",4812,14725,3259,2833,8071,17558,25629
"NH",33,2,"2011",5320,15398,4036,4295,9356,19693,29049
"NH",33,2,"2012",6216,17344,5148,6379,11364,23723,35087
"NH",33,2,"2013",7602,21128,7600,9853,15202,30981,46183
"NH",33,2,"2014",7964,26090,10826,16447,18790,42537,61327
"NJ",34,2,"1980",5606,30763,10852,10662,16458,41425,57883
"NJ",34,2,"1984",5793,27042,10347,10551,16140,37593,53733
"NJ",34,2,"1985",5912,25990,10502,10061,16414,36051,52465
"NJ",34,2,"1986",5664,25557,10320,10445,15984,36002,51986
"NJ",34,2,"1987",5813,25122,10293,10439,16106,35561,51667
"NJ",34,2,"1988",6046,25239,10001,10501,16047,35740,51787
"NJ",34,2,"1989",6021,25677,10144,10689,16165,36366,52531
"NJ",34,2,"1990",6190,27525,11611,12167,17801,39692,57493
"NJ",34,2,"1991",6850,27050,12180,12290,19030,39340,58370
"NJ",34,2,"1992",7110,26744,12304,12762,19414,39506,58920
"NJ",34,2,"1993",7190,26653,12028,12706,19218,39359,58577
"NJ",34,2,"1994",7121,27051,11745,12185,18866,39236,58102
"NJ",34,2,"1995",7330,27699,11160,11856,18490,39555,58045
"NJ",34,2,"1996",7230,28625,11129,11457,18359,40082,58441
"NJ",34,2,"1997",7116,29422,11399,10733,18515,40155,58670
"NJ",34,2,"1998",7200,30620,11646,10051,18846,40671,59517
"NJ",34,2,"1999",6433,31289,8434,9559,14867,40848,55715
"NJ",34,2,"2000",7858,32309,12218,9544,20076,41853,61929
"NJ",34,2,"2001",8503,33256,12567,9200,21070,42456,63526
"NJ",34,2,"2002",9288,34264,12967,8965,22255,43229,65484
"NJ",34,2,"2003",9875,35498,12920,9085,22795,44583,67378
"NJ",34,2,"2004",10435,36377,13261,9344,23696,45721,69417
"NJ",34,2,"2005",10788,36922,13169,9206,23957,46128,70085
"NJ",34,2,"2006",11081,37784,13595,9306,24676,47090,71766
"NJ",34,2,"2007",12111,38593,13537,9628,25648,48221,73869
"NJ",34,2,"2008",12694,39676,13739,8993,26433,48669,75102
"NJ",34,2,"2009",13141,40897,13514,8462,26655,49359,76014
"NJ",34,2,"2010",13514,41541,12577,8396,26091,49937,76028
"NJ",34,2,"2011",13280,41331,12127,8168,25407,49499,74906
